"ciudad","fecha","model","n_deciles","sum_rate","incidence"
"CALI",17775,"CoNA",10,152.868852459016,15.2868852459016
"CALI",17775,"CoRD",10,717.213114754098,71.7213114754098
"CALI",17805,"CoCA",10,24.2677824267782,2.42677824267782
"CALI",17805,"CoNA",10,122.175732217573,12.2175732217573
"CALI",17805,"CoRD",10,702.928870292887,70.2928870292887
"CALI",17836,"CoCA",10,20.5645161290323,2.05645161290323
"CALI",17836,"CoNA",10,113.306451612903,11.3306451612903
"CALI",17836,"CoRD",10,693.548387096774,69.3548387096774
"CALI",17866,"CoCA",10,27.2727272727273,2.72727272727273
"CALI",17866,"CoNA",10,102.392344497608,10.2392344497608
"CALI",17866,"CoRD",10,680.288461538462,68.0288461538462
"CALI",17897,"CoCA",10,33.920704845815,3.3920704845815
"CALI",17897,"CoNA",10,133.480176211454,13.3480176211454
"CALI",17897,"CoRD",10,714.977973568282,71.4977973568282
"CALI",17928,"CoCA",10,37.037037037037,3.7037037037037
"CALI",17928,"CoNA",10,132.098765432099,13.2098765432099
"CALI",17928,"CoRD",10,687.190082644628,68.7190082644628
"CALI",17956,"CoCA",10,30.9734513274336,3.09734513274336
"CALI",17956,"CoNA",10,112,11.2
"CALI",17956,"CoRD",10,700.888888888889,70.0888888888889
"CALI",17987,"CoCA",10,35.1464435146443,3.51464435146443
"CALI",17987,"CoNA",10,117.154811715481,11.7154811715481
"CALI",17987,"CoRD",10,720.588235294118,72.0588235294118
"CALI",18017,"CoCA",10,21.4876033057851,2.14876033057851
"CALI",18017,"CoNA",10,137.603305785124,13.7603305785124
"CALI",18017,"CoRD",10,699.585062240664,69.9585062240664
"CALI",18048,"CoCA",10,29.4871794871795,2.94871794871795
"CALI",18048,"CoNA",10,106.410256410256,10.6410256410256
"CALI",18048,"CoRD",10,704.273504273504,70.4273504273504
"CALI",18078,"CoCA",10,26.2096774193548,2.62096774193548
"CALI",18078,"CoNA",10,112.096774193548,11.2096774193548
"CALI",18078,"CoRD",10,712.955465587045,71.2955465587045
"CALI",18109,"CoCA",10,20.6611570247934,2.06611570247934
"CALI",18109,"CoNA",10,106.198347107438,10.6198347107438
"CALI",18109,"CoRD",10,725.311203319502,72.5311203319502
"CALI",18140,"CoCA",10,21.3973799126638,2.13973799126638
"CALI",18140,"CoNA",10,106.113537117904,10.6113537117904
"CALI",18140,"CoRD",10,676.419213973799,67.6419213973799
"CALI",18170,"CoCA",10,45.531914893617,4.5531914893617
"CALI",18170,"CoNA",10,135.31914893617,13.531914893617
"CALI",18170,"CoRD",10,684.255319148936,68.4255319148936
"CALI",18201,"CoCA",10,42.0833333333333,4.20833333333333
"CALI",18201,"CoNA",10,124.583333333333,12.4583333333333
"CALI",18201,"CoRD",10,705.833333333333,70.5833333333333
"CALI",18231,"CoCA",10,21.1711711711712,2.11711711711712
"CALI",18231,"CoNA",10,95.045045045045,9.5045045045045
"CALI",18231,"CoRD",10,666.515837104072,66.6515837104072
"CALI",18262,"CoCA",10,45.9227467811159,4.59227467811159
"CALI",18262,"CoNA",10,144.635193133047,14.4635193133047
"CALI",18262,"CoRD",10,690.987124463519,69.0987124463519
"CALI",18293,"CoCA",10,37.5,3.75
"CALI",18293,"CoNA",10,104.310344827586,10.4310344827586
"CALI",18293,"CoRD",10,699.568965517241,69.9568965517241
"CALI",18322,"CoCA",10,116.470588235294,11.6470588235294
"CALI",18322,"CoNA",10,277.647058823529,27.7647058823529
"CALI",18322,"CoRD",10,860.355029585799,86.0355029585799
"CALI",18353,"CoCA",10,245.419847328244,24.5419847328244
"CALI",18353,"CoNA",10,466.030534351145,46.6030534351145
"CALI",18353,"CoRD",10,890.038314176245,89.0038314176245
"CALI",18383,"CoCA",10,244.12955465587,24.412955465587
"CALI",18383,"CoNA",10,443.49593495935,44.349593495935
"CALI",18383,"CoRD",10,883.739837398374,88.3739837398374
"CALI",18414,"CoCA",10,201.345291479821,20.1345291479821
"CALI",18414,"CoNA",10,405.381165919283,40.5381165919283
"CALI",18414,"CoRD",10,892.825112107623,89.2825112107623
"CALI",18444,"CoCA",10,148.584905660377,14.8584905660377
"CALI",18444,"CoNA",10,372.641509433962,37.2641509433962
"CALI",18444,"CoRD",10,869.668246445498,86.9668246445498
"CALI",18475,"CoCA",10,90.5579399141631,9.05579399141631
"CALI",18475,"CoNA",10,261.637931034483,26.1637931034483
"CALI",18475,"CoRD",10,765.948275862069,76.5948275862069
"CALI",18506,"CoCA",10,66.5198237885462,6.65198237885463
"CALI",18506,"CoNA",10,220.704845814978,22.0704845814978
"CALI",18506,"CoRD",10,789.823008849557,78.9823008849557
"CALI",18536,"CoCA",10,68.9243027888446,6.89243027888446
"CALI",18536,"CoNA",10,248.605577689243,24.8605577689243
"CALI",18536,"CoRD",10,747.054980079681,74.7054980079681
"CALI",18567,"CoCA",10,54.7325102880658,5.47325102880658
"CALI",18567,"CoNA",10,159.259259259259,15.9259259259259
"CALI",18567,"CoRD",10,745.454545454545,74.5454545454545
"CALI",18597,"CoCA",10,54.5045045045045,5.45045045045045
"CALI",18597,"CoNA",10,176.126126126126,17.6126126126126
"CALI",18597,"CoRD",10,783.783783783784,78.3783783783784
"CALI",18628,"CoCA",10,63.0901287553648,6.30901287553648
"CALI",18628,"CoNA",10,179.828326180258,17.9828326180257
"CALI",18628,"CoRD",10,784.978540772532,78.4978540772532
"CALI",18659,"CoCA",10,55.8951965065502,5.58951965065502
"CALI",18659,"CoNA",10,174.672489082969,17.4672489082969
"CALI",18659,"CoRD",10,765.109553359381,76.5109553359381
"CALI",18687,"CoCA",10,39.9141630901288,3.99141630901288
"CALI",18687,"CoNA",10,144.635193133047,14.4635193133047
"CALI",18687,"CoRD",10,754.741379310345,75.4741379310345
"CALI",18718,"CoCA",10,73.3333333333333,7.33333333333333
"CALI",18718,"CoNA",10,250.666666666667,25.0666666666667
