"ciudad","trimestre","fecha","Demo_Group","Sex","person","cost_day","total_household","per_capita","per_capita_year","per_capita_month"
"BOGOTA","2001Q3",2001-07-01,"31 a 50 años",0,1,8088.20906462914,19011.7934198626,6337.26447328752,2313101.53274995,190117.934198626
"BOGOTA","2001Q3",2001-07-01,"31 a 50 años",1,2,5618.20150277434,19011.7934198626,6337.26447328752,2313101.53274995,190117.934198626
"BOGOTA","2001Q3",2001-07-01,"9 a 13 años",1,3,5305.38285245908,19011.7934198626,6337.26447328752,2313101.53274995,190117.934198626
"BOGOTA","2001Q4",2001-10-01,"31 a 50 años",0,1,8061.29297604194,18952.5650859823,6317.52169532744,2305895.41879452,189525.650859823
"BOGOTA","2001Q4",2001-10-01,"31 a 50 años",1,2,5602.25866620698,18952.5650859823,6317.52169532744,2305895.41879452,189525.650859823
"BOGOTA","2001Q4",2001-10-01,"9 a 13 años",1,3,5289.01344373341,18952.5650859823,6317.52169532744,2305895.41879452,189525.650859823
"BOGOTA","2002Q1",2002-01-01,"31 a 50 años",0,1,8026.13373495815,18875.3507786859,6291.7835928953,2296501.01140678,188753.507786859
"BOGOTA","2002Q1",2002-01-01,"31 a 50 años",1,2,5581.78505969376,18875.3507786859,6291.7835928953,2296501.01140678,188753.507786859
"BOGOTA","2002Q1",2002-01-01,"9 a 13 años",1,3,5267.43198403399,18875.3507786859,6291.7835928953,2296501.01140678,188753.507786859
"BOGOTA","2002Q2",2002-04-01,"31 a 50 años",0,1,7616.53333719563,17932.0238608198,5977.34128693993,2181729.56973307,179320.238608198
"BOGOTA","2002Q2",2002-04-01,"31 a 50 años",1,2,5310.33835006186,17932.0238608198,5977.34128693993,2181729.56973307,179320.238608198
"BOGOTA","2002Q2",2002-04-01,"9 a 13 años",1,3,5005.1521735623,17932.0238608198,5977.34128693993,2181729.56973307,179320.238608198
"BOGOTA","2002Q3",2002-07-01,"31 a 50 años",0,1,7548.98459932048,17788.5248919823,5929.50829732743,2164270.52852451,177885.248919823
"BOGOTA","2002Q3",2002-07-01,"31 a 50 años",1,2,5273.02902942844,17788.5248919823,5929.50829732743,2164270.52852451,177885.248919823
"BOGOTA","2002Q3",2002-07-01,"9 a 13 años",1,3,4966.51126323335,17788.5248919823,5929.50829732743,2164270.52852451,177885.248919823
"BOGOTA","2002Q4",2002-10-01,"31 a 50 años",0,1,7655.27975050625,18049.9709950561,6016.65699835202,2196079.80439849,180499.709950561
